symbol;value
NRXN3;12
OSBPL5;1
AQR;4
CPS1;2
C8B;0
FHL1;71
RTF2;1
GABRA1;0
NLRP2;3
SLC45A4;7
RNF10;14
ZNF839;100
ZDHHC6;109
GRAMD1B;4
RNH1;148
NDUFS1;13
RB1CC1;1
ERP44;412
ALAS1;3
BIRC3;31
AKAP11;4
GLRX2;600
SNAPC1;1
DERA;1
STRAP;1
ABCC2;2
DEF6;0
PLEKHO1;1
GCLM;6
UBR2;4
EHD2;5
DEPDC1;8
CCDC28A;0
RRAGD;5
HSF2;15
PHF20;11
HSD17B6;15
NR1H3;24
TYMP;180
NCAPH2;230
TOMM34;62
SEC63;3
KPNA6;8
VIM;36
RTEL1-TNFRSF6B;101
FAS;45
RNASET2;3
CD44;0
KCNG1;0
AGPAT4;86
SLAMF7;3
BTN3A1;6
MIPEP;0
PRKCH;34
INSRR;13
IFNGR1;0
B4GALT7;38
SH2D2A;11
VRK2;340
TNFRSF1B;0
VEZT;3
POU2F2;11
BRD9;6
SNX1;8
TBPL1;5
ARNTL2;1
BCLAF1;4
SLC39A9;44
ANK1;0
IBSP;101
TFB1M;15
RABEP1;849
HMGB3;0
NUP160;5
BAK1;0
MUSK;36
IKZF2;8
GRN;1
FAM13B;16
ARHGAP31;82
CENPQ;0
SARS1;3
RANBP3;3
ARID4A;13
EIPR1;0
PNPLA6;4
IFT88;2
ALG1;81
ZCCHC8;3
ABCF2;0
CHPF2;2
LRRC7;204
FUT8;25
UBA6;2
GAB2;137
ATP6V0A1;7
PIAS1;626
SLC4A7;4
APBA2;1
MAP2K3;0
EFCAB1;0
TMSB10;9
ASTE1;151
RNF19A;27
PEX3;8
GABARAPL2;38
MYOC;3108
SH3YL1;40
FAM136A;6
VCL;314
DEPDC1B;0
DAPK2;0
NSMAF;31
ADSS2;4
STAP1;0
TIMP2;7
RFC1;4
TBC1D23;7
CUL3;5
MYOM2;19
OTC;0
CYP46A1;2
ZZZ3;0
SLC18A1;1
USP2;24
CASR;2
TUBG2;7
RPL26L1;1
FLT4;2
NSUN2;3
FBXO42;0
MFAP3;6
MRI1;0
METTL1;0
HOXC8;0
AGA;1
PI4K2B;0
BOD1L1;5
MAT2B;0
TLL1;2
EDC4;0
TRIO;4
VCAN;17
CLEC16A;5
MSR1;1
CDH1;3
MTREX;1863
DNAH5;2
ZFYVE16;221
RIPOR1;126
C6;2
RAI14;20
SOX30;3
PNKP;195
BEST2;3
PHLPP2;19
SPDL1;0
STAU2;1
SLC66A1;3
CTNS;438
RTN4R;1
PHF23;1
CDH10;0
INPP4A;20
RAB27B;1
PSMA4;5
MYO16;0
LSG1;24
PARP3;0
TNC;10
THAP3;295
RIPOR3;446
TDP1;4
AIFM2;10
C2orf83;1
SPATA7;50
MED17;2
RETSAT;58
CAPG;0
AP2S1;2
USH2A;149
ZPBP;1
TG;2
ADAM28;213
BARX2;12
DCUN1D1;1
JADE2;4
ZIC2;0
LCP2;0
TRIT1;1
ADRB1;0
GUCA2B;0
CUL7;74
CTNNA1;280
PHKA2;58
CNTLN;1
EPHA3;0
HSPA5;22
DSG2;1
GEMIN8;0
OFD1;3
GPM6B;674
MAGEC2;0
PREX2;4
WDR37;13
YTHDC2;4
CTPS2;0
ATP6V1H;0
POLR2B;3225
FAM214A;0
ARAP2;4
TPR;9
CP;637
KATNIP;0
DTNBP1;22
XK;0
ANO2;0
C12orf4;0
SCML1;7
WWC3;3
ARHGAP6;29
FAM184B;1527
MAP4;8
GOPC;31
ROS1;1
USP28;1
HDAC9;17
TSPAN17;0
NOP16;363
CC2D2A;8223
RRM2B;2
ZNF800;0
TNFRSF17;8
SNX29;10
LMO3;117
MRPS10;1
GUCA1A;1
RSF1;9
VPS13D;3
CELF2;1
FAM120A;15
R3HDM1;3
COL9A2;5
KITLG;1
ERCC8;3
ADAMTS6;1
H6PD;5
VAMP3;0
PER3;45
UTS2;578
TNFRSF9;2
EPN3;16
LTBP1;0
RCN1;8
ELN;10
RFC2;5
ARID1B;33
CLPTM1L;2
NEDD4L;55
FOXP3;36
PPP1R3F;0
HEXB;297
PTCD2;1
NEXMIF;3
JKAMP;3
3,00 DKK;601
ARHGEF5;6
NFE2L3;3050
MCUR1;0
LIMA1;16
LETMD1;7
SLC4A8;2
LAMC3;0
PTGER3;3
TNIP3;3
MAPK9;2
COL23A1;17
BCAR1;0
FAM160A2;0
HERPUD1;14
HOMER3;2
RAD51;61
POLQ;0
PIK3CB;17
CYBA;3
THOC3;1
HEBP2;65
MPHOSPH9;59
PLEKHA5;3
PRSS8;33
SIKE1;0
RRP12;4
FNIP2;10
MSMO1;0
TTC17;3
ALX4;33
FSTL4;2
FOXN3;9
METTL24;6
AKR7A2;37
MRTO4;150
NNAT;188
USE1;2
MCF2L2;267
NRIP2;551
LAMA3;2
AP5M1;10
ANAPC4;0
KCNQ1;66
TRAPPC3;1
THRAP3;4
PHPT1;32
ENTPD2;8
LY75;5
ARID4B;17
OPN3;138
SDCCAG8;87
PTPRN;63
HHAT;0
KIF1B;18
FOXC1;4
TBC1D22A;0
SYNE2;73
PLEKHH1;200
ATP9A;0
SPO11;0
CBLN4;1
CHRDL2;7
FAM168A;324
RELT;6
GALC;3
NOP58;4
SZRD1;5
KCNH2;0
CUL1;37
FAM114A2;0
CYFIP2;12
TAB2;0
GINM1;6
EIF2AK2;42
USP36;5
KMT2C;495
MCOLN3;11
CCDC85A;5
PUM2;3
MRPL43;50
ITIH4;0
ITIH1;2
HPF1;9
ZFR;10
ZNF280C;0
NPFFR2;0
PHF21B;0
TRAF1;3
RC3H2;7
IL17RB;72
TRAF3IP2;535
GYG2;0
DCBLD2;61
SERPINB3;0
SOAT1;1
PKP2;2
MSH4;12
F7;0
GDI2;85
PRDM1;21
ATG5;16
TMCC3;3
PITHD1;4
MTA3;0
USP13;1
ATP11B;29
LAMC2;2
CDK14;108
SEC61A1;44
PPP1R12A;46
RASGRF1;7
CAMK2B;2
CROCC;2
POLR3E;94
ATP2B4;7
ZC3H11A;1
RIOK2;18
YIPF1;0
NDC1;0
DGKG;0
FLYWCH1;2
UNKL;178
TBXAS1;281
PARP12;34
ALDH18A1;1
TARBP1;3
GATB;65
MXD1;187
CDK17;30
DNAJC25;0
SLC2A3;2
PSD;36
CTDP1;4
YBX3;6
STYK1;0
WNK1;120
RPS17P5;0
CCAR1;5
OGFR;5
GNA15;12
CREB3L3;0
PIGV;0
PTPRU;2
SNRNP40;0
RIMBP2;0
COL11A1;0
QSER1;14
MPC1;0
ACAA1;5
BCAT1;4
HDAC7;100
LZTS1;2
PRDM6;0
WNT8A;0
SPAG4;980
NCKAP1;4
MRPS35;1
GUCY1B1;0
SFSWAP;0
TNK2;4
MON2;11
CDH3;1
ARSF;0
GPBP1;4
DGAT2;5
ZNF112;0
CS;45
LTK;1
MRPS24;3
ELMO2;57
WAPL;3
VMP1;41
APPBP2;4
POLD1;0
SEZ6;117
EIF4B;318
SLC6A16;0
BICRA;1
SPHK2;30
RPL18;2
CA11;11
ISOC2;1
U2AF2;7
EPN1;4
MED29;25
AHRR;0
GSC2;0
ZNF275;0
MTMR1;17
GPC1;85
ADCK1;0
HAGH;19
RNF4;5
CASP8;305
LIMCH1;5
INTS13;3
TM7SF3;22
DLX3;1
SPA17;22
TSPAN32;22
CCN5;1
DMRT3;0
ST3GAL6;69
ATP2C2;44
NGFR;0
CDON;0
TAF2;0
HIPK2;39
TNPO3;5
BORCS8-MEF2B;0
RFXANK;41
TMEM161A;0
LPAR2;0
CTSA;322
SUGP2;16
SLC12A2;2
SNX24;43
EYA2;0
CNN2;1
ABCA7;0
SNCAIP;0
DDX20;1
BTBD1;111
FAR2;595
BCAS1;4
POU1F1;3
CHI3L2;41
SBNO2;37
PMS1;30
HMG20B;0
CALCRL;13
TAF11;110
ANKS1A;9
AP3D1;14
ZNF76;39
SLC9A3R2;4
NTHL1;27
UHRF1BP1;394
GNAI3;3
IPO5;6
OAT;0
WDR3;185
PKN2;51
WDR18;0
TRAM2;162
NTN1;68
GLP2R;0
MCM10;0
DGKA;12
ERBB3;14
ROPN1;0
ANKRD44;1
KARS1;73
ADAT1;3
PDIA5;4
TBC1D22B;3
NDUFB4;7
SPEN;84
MYLK;225
ZC3H15;33
MAP2K4;0
PACC1;97
SNAP91;0
SLK;7
CYB5R4;1
COL17A1;56
GSTO2;67
SEC61A2;199
PRKCQ;242
TLE2;1
ASB1;0
FAM107B;207
ME1;0
TBC1D1;2
CDK13;719
MTHFD2;173
SLC9A7;225
FOXJ2;1
YBX1;8
PDE4A;3
PPP2R5A;167
CTNNA2;0
ELAVL1;1
TIE1;11
DIP2B;19
SMARCD1;24
KDM4A;7
NFYC;21
ZMYND12;21
SLC9A3;737
NGEF;28
ASPM;1
CD84;6
ELOVL1;0
SPI1;15
POLR1H;70
MPPED2;1
CLDN18;343
ZBTB11;33
ATXN3;43
GOLGA5;3
FGFR2;1
LRRC40;20
ISOC1;1
EML1;4
TRMT11;2
THUMPD1;24
MSANTD3;0
KIF26A;0
ATG2B;2
ARFGEF1;121
ACSM2B;18
ZFAT;0
MTFR1;514
STAG3;782
FECH;0
MYO9A;44
DDX3Y;1
PFKP;21
IDI1;50
SP100;14
KLF6;26
PLPP1;280
NEO1;4
TRAM1;7
PHKA1;1
TNFRSF1A;10
CACNB1;4
EVI5;6
STOML1;2
PKM;18
DHX29;1
DNTTIP2;12
METTL22;1
TP53BP1;585
TRO;3
RRP15;5
RHOA;32
DHX8;5
PMS2P4;2
PRKCZ;37
ZFY;1
IARS2;8
SYT1;80
NAV3;1
IDH3G;1
ROGDI;0
PDZD4;2
ATP2B3;0
ROCK1;4
CBFB;5
PDK3;3
HYAL2;2
HDAC4;1
RASSF1;5
FGFR3;8
IFI35;16
HEATR6;0
COASY;0
PLEKHH3;6
MEF2A;65
OTUD5;8
TFE3;0
TBC1D25;36
ACSL4;1
INPP5A;11
GPKOW;1
GRIPAP1;0
FTSJ1;0
PRR11;0
REEP1;16
ATP11A;76
POLR1A;26
LAPTM4A;1
TTC7A;11
IP6K2;18
STON1-GTF2A1L;0
SRBD1;2
KIF2A;702
RASGRP2;4
PSME4;10
IFT80;13
SIRT2;2
ERLEC1;24
PPP2R5B;9
PYGM;7
PAGE1;0
PITX1;17
TRPC7;13
MAST4;8
ADGRF5;11
SDK2;2
ADAM7;0
NUP133;1
NUCKS1;20
VPS35;1
DNAJA2;3
BCL3;2
KCNAB2;39
ABCC9;10
GAL;0
CLEC2D;13
FUNDC1;0
MAOB;0
RORA;404
DRD4;9
TGFBR3;4
PLA2G10;17
HES2;0
ATP1B3;19
NEDD4;5
PIGB;529
MAPK6;9
GNB5;2
RAB27A;3
HDHD5;7
UFD1;42
LRP6;6
GUCY2C;408
SCT;15
PHRF1;14
ELP1;2
NUCB2;5
PFN2;45
PTPN3;1
SPTB;304
DAPP1;0
FGF10;0
SLC44A1;4
TMEM260;1
SMG6;149
EXOC5;5
CLTCL1;5
FGF22;21
FSTL3;12
DGCR2;13
RNF126;1
MNT;20
ZXDC;2
JMJD6;1
POLB;0
ST6GALNAC1;1
WIPI1;282
FRMPD1;5
GBA2;259
NDST1;10
ASNS;0
AP3M2;0
CNGB1;2
ST6GALNAC2;9
CHAT;0
PABPC1;11
TESK2;51
CFAP20;0
CSNK2A2;33
PTPN21;89
EIF2B3;1
CAMK2A;1
TCOF1;224
CDC42;12
OSBPL3;55
EPHA8;0
SLC12A3;2
RAD18;4
ATP2B1;381
TRPM5;44
NCK2;0
MAP4K4;14
MGAT4A;22
RPL31;344
WDR1;1
SNX13;2
MS4A12;0
ARHGAP10;3
RPS6KA2;15
ING3;0
VASH1;142
LMCD1;5
BUD23;43
SEL1L;7
TRIP13;0
ATP6AP1;1
TCF3;2
TRIB2;3
DAZAP1;1
MBD3;11
PRLH;0
HLTF;24
FAM50A;1
FAM3A;15
CPSF1;40
MYO3B;8
CYBRD1;2
CDH19;0
PDCD2;217
SLC6A15;0
RDH11;4
PRKACA;13
ADGRL1;311
SPP2;0
ACTN1;4
ZFYVE26;4
RPS6KA6;0
EPN2;41
PTPN18;55
LIMS2;4
ASIC4;3
SPEG;8
LNX1;398
ALDH3A2;9
TFRC;1
SREBF1;175
TRPC5;125
AFF4;172
UBE2D1;0
MPP5;812
RHOBTB1;2
SMC1A;1
HSD17B10;3
MARK2;3
HMMR;1
CHFR;4
TRHDE;7
P4HA2;88
FCGR2B;0
NFATC3;94
TRNT1;515
ACADVL;233
STK10;6
FBXW11;5
ACAP1;545
CRMP1;1557
EVC;5
DERL2;15
SIDT1;17
NDE1;258
IRAG1;30
TMEM38A;0
AP1M1;7
PVR;11
XRCC1;0
SCARB1;0
CYP2W1;73
MCM2;3
MOV10L1;1
PANX2;5
SELENOO;143
TP63;0
ALPK1;25
LLGL2;1
PDE8A;7
CLCN4;3
NLE1;0
SDHA;0
SMARCE1;39
FNDC8;53
GSDMB;1
KDM5A;10
ADAM11;11
PPP2R3A;198
FERMT2;71
ABCB11;4
DHRS9;0
CD5L;0
PTGS2;0
IGF2BP2;0
MAP3K13;195
ST6GAL1;36
TBX21;0
VDAC1P1;0
FRY;3
PICALM;11
NSF;0
GLI2;0
CLASP1;2
MRPS34;11
NOTCH3;3
CLNS1A;85
PPP2R2C;1
TEAD2;14
EED;2
CDHR2;42
SNCB;0
TSG101;3
NCBP3;7
ATP2A3;0
CA12;20
MGLL;4
NTN4;0
BCS1L;70
NUAK1;2
DPP8;3
SLC24A1;868
ZNF532;19
SCARF1;2
LMAN1;1
HACD3;52
IPCEF1;1
ZZEF1;3
NOX3;0
ENO1;9
SLC12A1;38
MYDGF;30
ANO8;15
TUBE1;1
ARHGEF10L;1
TXK;4
WSCD2;0
KCNQ2;1
TACR2;67
ACTR6;17
TIPIN;3
SRI;327
EIF4G3;3
NUP37;101
SEMA3A;0
GTSE1;1
SEMA3C;1
TTC38;12
ACAT1;275
GRAMD4;9
CELSR1;44
WNT8B;25
ZNF638;16
SLC25A40;13
TIMM21;2
ADD2;0
FGF4;0
RASAL2;4
VPS9D1;18
ZNF37A;7
MARK3;6
SLC25A3;87
FNDC3B;4
FOSL2;16
CACNG5;2
CACNG4;14
FRYL;16
TMEM131;5
FSCN1;15
ACTB;5
MOCOS;0
PLD1;5
ATP12A;0
WDR62;22
DLG1;7
RAB7A;2
BCAP29;0
SEC31B;1
SART3;79
ARHGAP15;2
TUBA3D;61
PAX2;6
EXOSC7;8
KIFAP3;1
MKRN2;786
MCM6;1
REXO2;0
RBM7;57
RBMS2;273
BAZ2A;92
PTPN23;60
MLH1;48
UNG;0
FMO4;0
KLHL20;12
RGS11;17
SLC46A1;829
PLXNA2;3
SPAG5;9
ANKRD13A;199
TPD52;2
ACACB;3
TRAF4;60
PAG1;46
GPATCH1;1
ICAM3;26
NT5C2;171
MCAM;13
GPC4;0
MBNL3;312
CAMSAP3;40
RAP1GAP;6
XAB2;0
ARHGEF1;13
STXBP2;7
MAP2K7;3
NMRK2;1
DGKD;50
CTTNBP2;191
ACTL6B;2
RARB;60
TOP2B;23
TM9SF3;13
NFKB2;3
UBE2T;2
PPP1R12B;8
DNAJC10;6
GTF3C1;5
IL4R;2
USP33;2
PAK3;0
CAPN6;0
DCX;0
SNRPA;3
SPAG6;2
EXOSC5;23
DYNC1I2;25
APBB1IP;2
LRCH4;2
FAM76B;2
SIRT6;1
TYR;20
POLD3;1
ACTN2;0
CAPZB;9
GPR137B;71
NAALAD2;141
JADE1;117
SLC25A43;18
UBE2A;247
FGFR1;18
FKBP6;1
SMC1B;83
FBLN1;0
ITGA8;2
CST7;38
MAP2;3
PIAS2;12
AMPH;17
ARAF;2
MCCC1;1
LAMP3;1
FAP;0
NEBL;7
ACER3;1
UBE2K;21
PIK3C3;4
N4BP2;1
TIGAR;0
TULP3;8
SYNJ2;24
ADCY2;1
PPP2R5C;10
PMS2P1;165
RBFOX1;2
GNB1;3
HOXA9;1
EDN1;201
MLLT10;294
ZCWPW1;150
ADCYAP1R1;0
FGF20;0
P2RY10;5
ITM2A;48
NRDC;252
VDAC3;3
PCM1;28
TNRC6C;107
CBFA2T2;41
BRINP1;1
ITCH;48
PKD2L2;574
TP53INP2;18
SDF4;3
MYH7B;291
BPIFB2;0
TP73;52
TOLLIP;0
UBE2D4;376
CLUL1;105
RUNX1T1;7
CDH17;21
THOC1;142
FKBP7;46
OSBPL6;0
SLC1A3;6
XRCC5;1
LXN;173
SP140;56
MKNK1;0
TNS1;46
REXO1;11
SAR1A;3
CDC14A;16
RAPGEF3;88
CEACAM1;131
SENP1;0
DUSP13;0
CIC;7
LIPE;96
FDFT1;21
PAFAH1B3;1
OPHN1;2
AFM;1
KIF22;39
SCGN;62
CARMIL1;150
PGM1;15
DDX1;8
DNM2;126
EPB41L2;9
RIMS1;0
MOXD1;1
STX7;11
RABL2B;24
KEAP1;0
DDX43;25
PTPRH;1
DCT;8
SLC35C2;1
CRYBG3;159
EPHA6;2
SCTR;828
RFX3;0
RIF1;80
RAB21;5
SLC4A4;3
SMARCA2;12
RDH8;0
SESN1;190
MID2;97
DNAAF6;0
COL5A3;0
SRCAP;2
PUM3;10
CPB2;63
CHRNA3;18
KCNN2;0
CNOT4;0
PSEN1;4
CPOX;2
CLDND1;0
MOK;33
HSP90AA1;7
RBL1;8
DLGAP4;80
IGSF9B;2
CFHR2;0
CROCCP3;106
NDC80;0
AP4E1;0
RSBN1;1
MAGI3;110
CXCL2;0
AFP;0
COL4A4;185
TCF7;1336
OSTM1;1
CDH7;0
IMPG2;0
PCNP;3
EXD2;2
ARG2;1199
MEF2C;51
PTPRC;7
CACNA1S;0
PKP1;0
UBA5;255
STK17B;2
CDC14B;206
ZNF510;65
LRP2;24
ZNF506;428
JMJD4;147
DUSP12;8
AACS;2
DELE1;3
SLC13A1;0
CADPS2;1
PCDHB4;0
PCDHA6;3
PCDHGA2;0
HSPB11;0
PHLPP1;0
ATP8B1;1231
IL12RB2;318
SMARCD3;157
WDR70;2
FYB1;6
MPP4;2
STRADB;123
BZW1;2
PGR;17
C1QTNF3;5
ME2;7
C5orf22;1
CCNT2;6
FAM135A;9
COL19A1;4
EPB41L3;6
COBLL1;23
DLG3;4
KCNK2;0
SERTAD4;0
TRAF5;3
MRPL22;0
GEMIN5;12
OPRK1;0
NFE2L1;9
SEMA5B;0
GSK3B;15
ITGB5;16
ERC1;15
XPO1;444
LINC01587;33
RNF13;35
TRPM3;98
PALB2;5
DOP1A;597
LYRM2;671
BCKDHB;0
KAT6A;3
TUT7;111
ULK2;2
GRHL2;8
TNPO1;12
PLOD1;2
P2RX5;3
ITGAE;6
DIS3;75
PIBF1;0
TDRD3;4
AC000061.1;0
NUFIP1;0
PDS5B;2
OXCT1;1
RRAGB;8
EPYC;0
CYLD;28
SLC27A5;169
ZNF324;57
ZNF671;147
ZNF416;1
ZNF586;124
ZNF446;63
ZNF264;1
RPS5;2
FAT1;1
YTHDC1;10
CHMP2B;0
SMAP2;3
PPIE;0
ZMPSTE24;1
STARD7;0
NOA1;9
REST;83
HAL;0
SSH1;10
GSTP1;0
APLP2;11
FAM234B;1
SLCO1A2;0
WBP11;16
EIF3I;434
NKAIN1;2
COL16A1;2
TXLNA;70
APOB;1
NCOA1;5
AGBL5;816
EFR3B;20
KIF3C;3
RAB10;2
GCKR;0
HADHA;60
MAPRE3;14
CAD;3
CD59;3
CD82;2
BCORL1;0
ATRX;9
AK6;3
FCN1;0
MYNN;31
MECOM;1
SCAMP1;53
PREP;9
HACE1;1
SEH1L;10
WDR47;2
WDFY1;5
OVGP1;0
SLC25A24;7
MAP3K4;5
PILRA;6
IGSF9;7
ABCB1;9
ZNF213;67
AKR1B1;1
CPNE3;2
RRN3;1
CTTN;3
WNT11;0
MTIF2;20
DDHD2;371
TTC39A;80
EPS15;5
ORC1;4
MGST2;51
CHERP;90
ATG16L1;0
USP40;5
POMGNT1;64
RAD54L;2423
MAST2;457
DNAJA1;22
B4GALT1;4
CHMP5;0
NFX1;2
AQP6;3
DIMT1;837
IPO11;2
FOLH1;0
EIF2AK1;203
NME8;0
EPDR1;1
SNX10;38
SEPHS1;4
MRPL28;0
HBQ1;1
ITPKC;5
CEACAM6;0
FAT2;486
RBM22;1
TMED2;43
ERO1B;598
ZFAND6;3
HSD17B2;3
TXLNG;90
PPEF1;7
LAT2;121
HUWE1;16
ZW10;0
ALG9;1
MYBPC2;0
NOX4;3
ACOX3;0
MTMR2;644
PPP1R15A;0
HSD17B14;1
TRIP6;4
ACHE;3
FTL;20
SRRT;40
BAX;9
NLK;3
PIGS;1
ADAMTS2;10
TMPRSS11E;0
ATXN7L3;17
PGS1;1
PSMC5;38
UIMC1;4
CETP;206
MMP2;0
MT3;0
LPCAT2;0
GNAO1;1
OGFOD1;301
SH3BP2;6
NOP14;189
ADD1;16
L2HGDH;2
TXNDC16;0
RTRAF;836
NID2;312
GMCL1;7
SF3B2;12
KLHL42;1
GNAS;18
DNM1L;1108
PTHLH;0
PHACTR3;23
ERGIC2;121
TFAP2C;0
AURKA;4
CASS4;2
PIR;2
AAMDC;158
RFX2;9
METTL2A;4
SULT2B1;6
ALG6;83
CNOT3;131
GP6;42
PTPN4;1
DDX18;2
KHSRP;1
GNA11;6
ASAP3;12
EDEM2;1
DNMT3B;0
REM1;0
TPX2;0
FER1L4;23
PDRG1;5
