symbol;value
DUSP13;0
CIC;1271
LIPE;31651
FDFT1;3624
PAFAH1B3;22
OPHN1;433
AFM;0
KIF22;456
SCGN;3
CARMIL1;116
PGM1;6819
DDX1;2465
DNM2;1869
EPB41L2;3383
RIMS1;5
MOXD1;39
STX7;2434
RABL2B;186
KEAP1;1498
DDX43;27
PTPRH;17
DCT;18
SLC35C2;724
CRYBG3;2223
EPHA6;4
SCTR;16
RFX3;130
RIF1;929
RAB21;1520
SLC4A4;439
SMARCA2;2911
RDH8;0
SESN1;1387
MID2;795
DNAAF6;0
COL5A3;1827
SRCAP;56
PUM3;522
CPB2;1
CHRNA3;119
KCNN2;8
CNOT4;533
PSEN1;1208
CPOX;367
CLDND1;933
MOK;118
HSP90AA1;9624
RBL1;120
DLGAP4;1222
IGSF9B;26
CFHR2;0
CROCCP3;34
NDC80;8
AP4E1;233
RSBN1;612
MAGI3;270
CXCL2;408
AFP;0
COL4A4;20
TCF7;254
OSTM1;917
CDH7;1
IMPG2;4
PCNP;2525
EXD2;507
ARG2;1676
MEF2C;1013
PTPRC;201
CACNA1S;1
PKP1;146
UBA5;570
STK17B;502
CDC14B;949
ZNF510;367
LRP2;0
ZNF506;463
JMJD4;444
DUSP12;257
AACS;3726
DELE1;1211
SLC13A1;0
CADPS2;392
PCDHB4;158
PCDHA6;2
PCDHGA2;60
HSPB11;202
PHLPP1;876
ATP8B1;433
IL12RB2;14
SMARCD3;320
WDR70;468
FYB1;62
MPP4;3
STRADB;894
BZW1;2220
PGR;68
C1QTNF3;78
ME2;684
C5orf22;388
CCNT2;589
FAM135A;205
COL19A1;0
EPB41L3;2117
COBLL1;1376
DLG3;122
KCNK2;23
SERTAD4;125
TRAF5;132
MRPL22;341
GEMIN5;690
OPRK1;27
NFE2L1;10116
SEMA5B;11
GSK3B;956
ITGB5;3135
ERC1;1266
XPO1;2926
LINC01587;0
RNF13;1287
TRPM3;3
PALB2;220
DOP1A;692
LYRM2;787
BCKDHB;1522
KAT6A;1271
TUT7;489
ULK2;625
GRHL2;4
TNPO1;1897
PLOD1;2775
P2RX5;0
ITGAE;237
DIS3;1157
PIBF1;204
TDRD3;572
AC000061.1;0
NUFIP1;98
PDS5B;727
OXCT1;4007
RRAGB;258
EPYC;0
CYLD;837
SLC27A5;197
ZNF324;141
ZNF671;65
ZNF416;76
ZNF586;113
ZNF446;177
ZNF264;478
RPS5;13303
FAT1;1576
YTHDC1;1685
CHMP2B;668
SMAP2;1892
PPIE;867
ZMPSTE24;792
STARD7;1691
NOA1;629
REST;782
HAL;55
SSH1;761
GSTP1;3472
APLP2;10703
FAM234B;107
SLCO1A2;1
WBP11;1398
EIF3I;3915
NKAIN1;2
COL16A1;1078
TXLNA;1000
APOB;850
NCOA1;1149
AGBL5;1218
EFR3B;44
KIF3C;169
RAB10;1994
GCKR;9
HADHA;9258
MAPRE3;470
CAD;526
CD59;4918
CD82;724
BCORL1;417
ATRX;1495
AK6;298
FCN1;69
MYNN;371
MECOM;487
SCAMP1;671
PREP;909
HACE1;261
SEH1L;672
WDR47;365
WDFY1;693
OVGP1;20
SLC25A24;1140
MAP3K4;668
PILRA;33
IGSF9;2
ABCB1;132
ZNF213;253
AKR1B1;753
CPNE3;2238
RRN3;1171
CTTN;2272
WNT11;743
MTIF2;691
DDHD2;1640
TTC39A;34
EPS15;2217
ORC1;3
MGST2;677
CHERP;816
ATG16L1;408
USP40;769
POMGNT1;876
RAD54L;71
MAST2;557
DNAJA1;2044
B4GALT1;1582
CHMP5;1182
NFX1;1250
AQP6;2
DIMT1;759
IPO11;388
FOLH1;21
EIF2AK1;1944
NME8;1
EPDR1;280
SNX10;311
SEPHS1;925
MRPL28;781
HBQ1;3
ITPKC;1086
CEACAM6;0
FAT2;12
RBM22;787
TMED2;3353
ERO1B;267
ZFAND6;1502
HSD17B2;2
TXLNG;1546
PPEF1;2
LAT2;54
HUWE1;4053
ZW10;321
ALG9;204
MYBPC2;0
NOX4;240
ACOX3;244
MTMR2;895
PPP1R15A;2158
